course_code,term,term_idx,avg_score,pass_rate,so1_attainment,so2_attainment,so3_attainment,so4_attainment,so5_attainment,so6_attainment,so7_attainment,composite_so_index,trend_value,current_term_failed,next_term_risk
CS1121,2020S,1,84.86,100.0,86.41,,,,,,,86.41,-0.06,0,1
CS1121,2020F,2,84.05,100.0,81.41,,,,,,,81.41,-5.0,1,0
CS1121,2021S,3,85.15,100.0,86.82,,,,,,,86.82,5.41,0,0
CS1121,2021F,4,86.62,100.0,86.13,,,,,,,86.13,-0.69,0,0
CS1121,2022S,5,86.12,100.0,87.7,,,,,,,87.7,1.58,0,1
CS1121,2022F,6,84.99,100.0,82.74,,,,,,,82.74,-4.96,1,0
CS1121,2023S,7,89.62,100.0,90.88,,,,,,,90.88,8.14,0,1
CS1121,2023F,8,84.69,98.65,82.48,,,,,,,82.48,-8.4,1,0
CS1124,2019F,0,77.1,100.0,,79.2,,,78.68,,,78.94,0.0,0,0
CS1124,2020S,1,81.23,100.0,,81.45,,,79.9,,,80.67,1.73,0,0
CS1124,2020F,2,79.69,100.0,,82.57,,,81.01,,,81.79,1.12,0,0
CS1124,2021S,3,78.64,100.0,,78.18,,,81.54,,,79.86,-1.93,0,0
CS1124,2021F,4,79.98,94.12,,80.53,,,78.05,,,79.29,-0.57,0,0
CS1124,2022S,5,78.59,100.0,,77.22,,,77.12,,,77.17,-2.12,0,0
CS1124,2022F,6,79.51,98.51,,79.15,,,76.74,,,77.95,0.78,0,0
CS1124,2023S,7,75.13,97.37,,77.24,,,77.14,,,77.19,-0.76,0,0
CS1124,2023F,8,80.13,100.0,,78.79,,,78.38,,,78.59,1.4,0,1
CS1126,2019F,0,73.89,98.41,76.18,,,,,,,76.18,0.0,0,1
CS1126,2020S,1,71.67,90.79,70.68,,,,,,,70.68,-5.49,1,0
CS1126,2020F,2,70.45,86.3,72.78,,,,,,,72.78,2.1,0,1
CS1126,2021S,3,64.48,65.62,61.68,,,,,,,61.68,-11.1,1,0
CS1126,2021F,4,65.59,67.44,66.56,,,,,,,66.56,4.88,0,1
CS1126,2022S,5,64.23,54.55,62.36,,,,,,,62.36,-4.21,1,1
CS1126,2022F,6,63.78,67.14,62.05,,,,,,,62.05,-0.31,1,1
CS1126,2023S,7,61.29,55.81,60.45,,,,,,,60.45,-1.6,1,1
CS1126,2023F,8,57.37,33.33,56.26,,,,,,,56.26,-4.19,1,1
CS1134,2019F,0,81.57,100.0,,79.82,81.99,,83.82,,,81.88,0.0,0,0
CS1134,2020S,1,84.2,100.0,,85.63,86.77,,84.45,,,85.62,3.74,0,0
CS1134,2020F,2,83.81,98.68,,86.78,84.67,,83.45,,,84.96,-0.65,0,0
CS1134,2021S,3,83.12,98.7,,81.31,82.47,,81.25,,,81.68,-3.28,0,0
CS1134,2021F,4,82.34,100.0,,82.63,82.14,,82.05,,,82.27,0.59,0,0
CS1134,2022S,5,83.07,100.0,,84.76,85.8,,82.8,,,84.46,2.18,0,1
CS1134,2022F,6,81.37,100.0,,80.28,80.33,,80.4,,,80.34,-4.12,1,0
CS1134,2023S,7,81.6,98.7,,84.46,80.95,,83.12,,,82.84,2.51,0,0
CS1134,2023F,8,81.25,100.0,,82.21,79.11,,83.75,,,81.69,-1.15,0,0
CS1135,2019F,0,77.4,97.4,,79.29,77.82,,80.23,79.82,,79.29,0.0,0,0
CS1135,2020S,1,77.57,98.48,,77.56,79.0,,80.2,74.85,,77.9,-1.39,0,0
CS1135,2020F,2,77.03,100.0,,78.24,76.72,,76.04,78.9,,77.48,-0.43,0,0
CS1135,2021S,3,77.14,95.71,,77.72,78.56,,76.97,74.63,,76.97,-0.51,0,0
CS1135,2021F,4,76.48,93.15,,78.81,77.19,,77.2,73.89,,76.77,-0.2,0,0
CS1135,2022S,5,76.96,100.0,,75.57,76.81,,75.89,74.01,,75.57,-1.2,0,0
CS1135,2022F,6,77.31,94.74,,77.92,78.54,,79.93,74.78,,77.79,2.22,0,0
CS1135,2023S,7,77.5,97.06,,79.74,75.31,,75.44,76.97,,76.87,-0.93,0,0
CS1135,2023F,8,75.8,97.78,,75.39,73.68,,76.07,74.14,,74.82,-2.04,0,0
CS1137,2019F,0,76.0,88.64,,77.78,73.88,,,,,75.83,0.0,0,0
CS1137,2020S,1,74.83,97.26,,74.82,77.33,,,,,76.07,0.24,0,1
CS1137,2020F,2,71.25,88.89,,68.79,73.06,,,,,70.93,-5.15,1,0
CS1137,2021S,3,68.95,89.19,,71.63,65.98,,,,,68.8,-2.12,0,1
CS1137,2021F,4,64.33,68.09,,63.36,62.83,,,,,63.1,-5.71,1,1
CS1137,2022S,5,64.36,73.53,,61.91,65.91,,,,,63.91,0.81,1,1
CS1137,2022F,6,61.3,58.7,,61.29,61.15,,,,,61.22,-2.69,1,1
CS1137,2023S,7,61.37,59.68,,59.51,62.39,,,,,60.95,-0.27,1,1
CS1137,2023F,8,57.19,39.66,,57.77,59.67,,,,,58.72,-2.23,1,1
CS1141,2019F,0,85.31,100.0,86.07,,,,,,,86.07,0.0,0,0
CS1141,2020S,1,85.33,100.0,82.67,,,,,,,82.67,-3.4,0,0
CS1141,2020F,2,84.7,100.0,85.69,,,,,,,85.69,3.02,0,0
CS1141,2021S,3,84.63,98.46,86.29,,,,,,,86.29,0.6,0,0
CS1141,2021F,4,86.34,100.0,89.26,,,,,,,89.26,2.96,0,1
CS1141,2022S,5,84.02,100.0,81.77,,,,,,,81.77,-7.49,1,0
CS1141,2022F,6,84.66,98.44,85.64,,,,,,,85.64,3.87,0,0
CS1141,2023S,7,85.74,100.0,84.4,,,,,,,84.4,-1.25,0,0
CS1141,2023F,8,84.57,100.0,83.08,,,,,,,83.08,-1.31,0,0
CS1142,2019F,0,81.51,98.55,83.74,82.7,,,,,,83.22,0.0,0,0
CS1142,2020S,1,83.59,100.0,82.61,85.25,,,,,,83.93,0.71,0,0
CS1142,2020F,2,81.8,100.0,84.15,78.86,,,,,,81.5,-2.43,0,0
CS1142,2021S,3,85.56,100.0,86.8,87.09,,,,,,86.95,5.44,0,0
CS1142,2021F,4,85.31,98.48,87.56,83.23,,,,,,85.39,-1.55,0,0
CS1142,2022S,5,85.53,100.0,88.26,86.98,,,,,,87.62,2.23,0,0
CS1142,2022F,6,82.5,100.0,83.6,84.77,,,,,,84.19,-3.44,0,0
CS1142,2023S,7,85.25,100.0,86.03,82.52,,,,,,84.27,0.09,0,0
CS1142,2023F,8,85.61,100.0,86.15,85.65,,,,,,85.9,1.63,0,0
CS1147,2019F,0,79.44,100.0,,80.82,80.76,,80.33,,81.35,80.81,0.0,0,0
CS1147,2020S,1,80.08,100.0,,81.34,80.17,,78.49,,79.92,79.98,-0.83,0,0
CS1147,2020F,2,80.43,97.87,,80.87,77.71,,82.86,,81.37,80.7,0.72,0,0
CS1147,2021S,3,81.04,100.0,,78.44,83.73,,82.7,,79.25,81.03,0.33,0,0
CS1147,2021F,4,82.98,100.0,,84.32,85.29,,82.42,,85.8,84.46,3.43,0,1
CS1147,2022S,5,80.03,100.0,,78.52,81.81,,79.66,,77.38,79.34,-5.11,1,0
CS1147,2022F,6,79.53,100.0,,78.87,81.03,,81.06,,78.27,79.81,0.46,0,0
CS1147,2023S,7,82.15,94.59,,81.93,83.03,,84.28,,81.88,82.78,2.97,0,1
CS1147,2023F,8,78.47,94.81,,76.28,76.98,,78.17,,79.97,77.85,-4.93,1,0
CS1148,2019F,0,76.23,100.0,73.86,73.23,,,,,,73.55,0.0,0,0
CS1148,2020S,1,74.91,93.67,77.79,73.58,,,,,,75.68,2.14,0,0
CS1148,2020F,2,73.25,87.5,72.34,75.58,,,,,,73.96,-1.72,0,1
CS1148,2021S,3,69.75,86.79,66.85,69.32,,,,,,68.09,-5.87,1,0
CS1148,2021F,4,67.83,81.08,69.62,67.32,,,,,,68.47,0.38,0,0
CS1148,2022S,5,66.43,75.64,69.12,66.4,,,,,,67.76,-0.71,0,1
CS1148,2022F,6,63.66,68.89,60.97,61.02,,,,,,60.99,-6.76,1,1
CS1148,2023S,7,60.49,52.94,60.67,62.32,,,,,,61.5,0.5,1,1
CS1148,2023F,8,58.02,45.31,60.56,57.37,,,,,,58.96,-2.53,1,1
CS1149,2019F,0,81.17,98.33,79.76,,79.92,,,,,79.84,0.0,0,0
CS1149,2020S,1,80.58,97.73,79.53,,78.44,,,,,78.98,-0.85,0,0
CS1149,2020F,2,82.83,100.0,80.11,,85.3,,,,,82.7,3.72,0,0
CS1149,2021S,3,81.61,100.0,83.3,,82.32,,,,,82.81,0.1,0,0
CS1149,2021F,4,79.51,97.67,78.11,,82.18,,,,,80.14,-2.66,0,0
CS1149,2022S,5,78.67,93.62,78.53,,80.41,,,,,79.47,-0.68,0,0
CS1149,2022F,6,82.31,100.0,83.58,,84.52,,,,,84.05,4.58,0,0
CS1149,2023S,7,80.27,97.22,81.73,,79.02,,,,,80.37,-3.68,0,0
CS1149,2023F,8,80.98,98.21,80.71,,78.47,,,,,79.59,-0.79,0,0
CS1150,2019F,0,82.42,100.0,82.01,,,,,,,82.01,0.0,0,0
CS1150,2020S,1,81.36,100.0,79.67,,,,,,,79.67,-2.34,0,0
CS1150,2020F,2,82.16,98.7,83.02,,,,,,,83.02,3.35,0,0
CS1150,2021S,3,79.12,90.38,79.66,,,,,,,79.66,-3.36,0,0
CS1150,2021F,4,80.06,95.08,79.94,,,,,,,79.94,0.28,0,0
CS1150,2022S,5,77.89,100.0,76.24,,,,,,,76.24,-3.7,0,0
CS1150,2022F,6,78.3,96.05,80.02,,,,,,,80.02,3.78,0,1
CS1150,2023S,7,77.09,95.59,74.7,,,,,,,74.7,-5.32,1,0
CS1150,2023F,8,74.9,94.87,76.65,,,,,,,76.65,1.95,0,0
CS1158,2019F,0,80.87,100.0,,77.92,78.61,,81.68,,,79.4,0.0,0,0
CS1158,2020S,1,80.17,97.67,,77.37,82.76,,82.06,,,80.73,1.33,0,0
CS1158,2020F,2,78.14,96.92,,77.39,77.33,,81.01,,,78.58,-2.16,0,0
CS1158,2021S,3,81.66,97.73,,79.06,81.57,,80.22,,,80.28,1.71,0,0
CS1158,2021F,4,78.62,100.0,,79.49,77.33,,76.01,,,77.61,-2.67,0,0
CS1158,2022S,5,80.0,100.0,,77.51,81.21,,78.32,,,79.01,1.4,0,0
CS1158,2022F,6,83.99,100.0,,86.18,86.57,,81.41,,,84.72,5.71,0,0
CS1158,2023S,7,80.34,100.0,,83.08,80.09,,81.72,,,81.63,-3.09,0,0
CS1158,2023F,8,83.05,100.0,,82.82,85.99,,84.25,,,84.36,2.73,0,1
CS1171,2019F,0,76.51,100.0,77.65,,,,,,,77.65,0.0,0,0
CS1171,2020S,1,79.32,98.41,77.96,,,,,,,77.96,0.31,0,0
CS1171,2020F,2,81.21,100.0,80.33,,,,,,,80.33,2.37,0,0
CS1171,2021S,3,77.19,96.05,78.98,,,,,,,78.98,-1.35,0,0
CS1171,2021F,4,80.36,97.06,79.42,,,,,,,79.42,0.44,0,0
CS1171,2022S,5,79.46,98.53,82.4,,,,,,,82.4,2.98,0,0
CS1171,2022F,6,80.09,100.0,82.66,,,,,,,82.66,0.27,0,1
CS1171,2023S,7,74.42,92.11,77.35,,,,,,,77.35,-5.31,1,0
CS1171,2023F,8,78.35,97.5,78.23,,,,,,,78.23,0.88,0,0
CS1173,2019F,0,80.43,95.16,81.61,,,,,,,81.61,0.0,0,0
CS1173,2020S,1,81.32,97.56,83.18,,,,,,,83.18,1.57,0,1
CS1173,2020F,2,79.5,98.36,77.7,,,,,,,77.7,-5.48,1,0
CS1173,2021S,3,79.8,92.68,78.62,,,,,,,78.62,0.93,0,0
CS1173,2021F,4,77.57,100.0,79.1,,,,,,,79.1,0.47,0,0
CS1173,2022S,5,79.17,100.0,79.51,,,,,,,79.51,0.42,0,0
CS1173,2022F,6,78.53,98.31,76.25,,,,,,,76.25,-3.26,0,0
CS1173,2023S,7,77.99,97.14,78.82,,,,,,,78.82,2.57,0,0
CS1173,2023F,8,78.71,96.67,76.15,,,,,,,76.15,-2.68,0,0
CS1174,2019F,0,78.57,93.48,79.68,77.33,,,,,,78.51,0.0,0,1
CS1174,2020S,1,75.36,94.44,72.53,76.48,,,,,,74.5,-4.0,1,0
CS1174,2020F,2,71.85,94.29,73.02,71.21,,,,,,72.11,-2.39,0,0
CS1174,2021S,3,70.28,88.1,67.58,68.84,,,,,,68.21,-3.9,0,0
CS1174,2021F,4,67.01,75.81,69.31,67.21,,,,,,68.26,0.05,0,0
CS1174,2022S,5,68.15,82.05,66.06,65.91,,,,,,65.99,-2.28,0,1
CS1174,2022F,6,62.85,67.09,62.16,64.62,,,,,,63.39,-2.6,1,1
CS1174,2023S,7,61.11,48.33,61.99,59.95,,,,,,60.97,-2.42,1,1
CS1174,2023F,8,58.46,44.29,55.8,58.51,,,,,,57.16,-3.81,1,1
CS1179,2019F,0,81.12,96.97,81.29,79.17,78.59,,82.8,,,80.46,0.0,0,0
CS1179,2020S,1,81.87,100.0,79.53,81.83,78.88,,84.51,,,81.19,0.73,0,0
CS1179,2020F,2,82.83,98.67,81.43,80.73,85.01,,81.68,,,82.21,1.02,0,0
CS1179,2021S,3,82.4,98.65,81.99,83.88,82.19,,85.36,,,83.35,1.14,0,0
CS1179,2021F,4,82.99,100.0,84.73,84.36,80.15,,81.89,,,82.78,-0.57,0,0
CS1179,2022S,5,81.69,98.48,81.27,80.26,78.7,,79.63,,,79.97,-2.81,0,0
CS1179,2022F,6,82.62,98.44,84.94,80.05,84.48,,84.16,,,83.41,3.44,0,0
CS1179,2023S,7,80.78,97.44,78.09,79.15,81.68,,83.27,,,80.55,-2.86,0,0
CS1179,2023F,8,81.81,100.0,79.89,82.95,81.13,,81.74,,,81.43,0.88,0,0
CS1183,2019F,0,79.8,95.83,81.8,,,,,,,81.8,0.0,0,0
CS1183,2020S,1,82.48,100.0,81.76,,,,,,,81.76,-0.03,0,0
CS1183,2020F,2,84.06,100.0,81.15,,,,,,,81.15,-0.62,0,0
CS1183,2021S,3,81.65,96.83,84.4,,,,,,,84.4,3.26,0,1
CS1183,2021F,4,81.38,100.0,79.35,,,,,,,79.35,-5.05,1,0
CS1183,2022S,5,82.01,98.31,79.73,,,,,,,79.73,0.38,0,0
CS1183,2022F,6,80.37,100.0,82.17,,,,,,,82.17,2.45,0,0
CS1183,2023S,7,81.34,97.62,82.46,,,,,,,82.46,0.29,0,1
CS1183,2023F,8,78.25,94.23,76.4,,,,,,,76.4,-6.06,1,0
CS1184,2019F,0,63.27,70.83,63.89,65.66,,,,,,64.77,0.0,1,1
CS1184,2020S,1,62.61,64.86,61.02,60.96,,,,,,60.99,-3.78,1,1
CS1184,2020F,2,63.79,57.14,64.38,66.23,,,,,,65.31,4.31,1,1
CS1184,2021S,3,61.92,61.7,61.41,60.23,,,,,,60.82,-4.48,1,1
CS1184,2021F,4,63.22,63.93,63.53,64.97,,,,,,64.25,3.43,1,1
CS1184,2022S,5,63.33,66.67,63.22,61.27,,,,,,62.25,-2.01,1,1
CS1184,2022F,6,62.04,54.55,65.02,64.17,,,,,,64.6,2.35,1,1
CS1184,2023S,7,62.08,57.45,59.93,64.15,,,,,,62.04,-2.56,1,1
CS1184,2023F,8,61.93,49.12,60.82,60.62,,,,,,60.72,-1.32,1,0
CS1186,2019F,0,82.9,100.0,83.89,,,,,,,83.89,0.0,0,0
CS1186,2020S,1,81.1,98.21,82.5,,,,,,,82.5,-1.39,0,1
CS1186,2020F,2,77.77,94.12,78.26,,,,,,,78.26,-4.24,1,0
CS1186,2021S,3,81.68,100.0,83.05,,,,,,,83.05,4.78,0,0
CS1186,2021F,4,79.09,98.25,80.15,,,,,,,80.15,-2.9,0,0
CS1186,2022S,5,82.03,100.0,81.03,,,,,,,81.03,0.88,0,0
CS1186,2022F,6,82.01,96.23,83.48,,,,,,,83.48,2.45,0,1
CS1186,2023S,7,78.06,96.88,76.84,,,,,,,76.84,-6.64,1,0
CS1186,2023F,8,79.26,96.15,76.47,,,,,,,76.47,-0.37,0,0
CS1190,2019F,0,80.37,97.44,,81.04,78.17,,81.55,,,80.25,0.0,0,0
CS1190,2020S,1,82.48,100.0,,80.47,82.38,,81.62,,,81.49,1.24,0,0
CS1190,2020F,2,81.69,96.77,,81.44,83.16,,79.28,,,81.29,-0.2,0,0
CS1190,2021S,3,82.43,100.0,,79.58,80.48,,80.77,,,80.27,-1.02,0,0
CS1190,2021F,4,85.6,100.0,,84.76,85.88,,86.64,,,85.76,5.49,0,1
CS1190,2022S,5,81.55,95.35,,79.98,82.56,,80.28,,,80.94,-4.82,1,0
CS1190,2022F,6,84.16,100.0,,84.12,82.51,,85.37,,,84.0,3.06,0,0
CS1190,2023S,7,83.61,97.06,,84.08,83.41,,83.62,,,83.7,-0.3,0,0
CS1190,2023F,8,86.83,100.0,,87.93,89.03,,85.08,,,87.35,3.64,0,0
CS1201,2019F,0,83.78,100.0,,82.68,85.02,,84.17,,,83.96,0.0,0,0
CS1201,2020S,1,84.59,97.22,,83.59,81.68,,84.87,,,83.38,-0.58,0,0
CS1201,2020F,2,82.79,100.0,,84.64,82.9,,84.15,,,83.9,0.52,0,0
CS1201,2021S,3,79.47,97.87,,82.37,76.59,,81.09,,,80.02,-3.88,0,0
CS1201,2021F,4,84.0,100.0,,81.22,84.68,,81.64,,,82.51,2.5,0,0
CS1201,2022S,5,82.26,100.0,,83.69,81.82,,84.02,,,83.18,0.66,0,0
CS1201,2022F,6,82.47,97.22,,85.32,82.46,,82.8,,,83.53,0.35,0,0
CS1201,2023S,7,82.78,100.0,,85.23,81.78,,84.23,,,83.75,0.22,0,0
CS1201,2023F,8,82.92,97.3,,82.46,82.84,,82.45,,,82.58,-1.16,0,0
CS1210,2019F,0,78.08,97.14,76.4,,,,79.3,,,77.85,0.0,0,0
CS1210,2020S,1,77.1,98.72,80.02,,,,78.46,,,79.24,1.39,0,1
CS1210,2020F,2,76.77,100.0,75.58,,,,74.62,,,75.1,-4.14,1,0
CS1210,2021S,3,74.79,89.13,76.25,,,,72.99,,,74.62,-0.47,0,0
CS1210,2021F,4,77.74,96.05,80.73,,,,78.89,,,79.81,5.19,0,1
CS1210,2022S,5,74.68,94.44,71.76,,,,73.39,,,72.58,-7.23,1,0
CS1210,2022F,6,77.27,97.1,74.53,,,,74.59,,,74.56,1.98,0,0
CS1210,2023S,7,78.2,98.55,80.94,,,,76.35,,,78.65,4.09,0,0
CS1210,2023F,8,75.57,94.55,76.06,,,,74.51,,,75.28,-3.36,0,0
CS1211,2019F,0,77.07,100.0,74.29,,,,76.82,,,75.56,0.0,0,1
CS1211,2020S,1,72.24,94.29,69.34,,,,69.54,,,69.44,-6.12,1,0
CS1211,2020F,2,71.42,86.57,70.41,,,,72.37,,,71.39,1.95,0,0
CS1211,2021S,3,70.29,87.23,72.7,,,,69.52,,,71.11,-0.28,0,0
CS1211,2021F,4,68.34,82.98,65.56,,,,69.69,,,67.62,-3.49,0,0
CS1211,2022S,5,66.4,81.58,64.3,,,,68.31,,,66.31,-1.32,0,0
CS1211,2022F,6,66.11,79.1,65.04,,,,68.77,,,66.91,0.6,0,0
CS1211,2023S,7,65.55,72.5,67.09,,,,67.57,,,67.33,0.42,0,1
CS1211,2023F,8,61.72,55.77,62.16,,,,63.79,,,62.98,-4.35,1,1
CS1212,2019F,0,78.53,100.0,,76.83,80.99,,77.56,80.39,,78.95,0.0,0,0
CS1212,2020S,1,78.35,97.18,,76.13,75.35,,78.17,75.62,,76.32,-2.63,0,0
CS1212,2020F,2,79.67,95.24,,81.93,79.05,,79.89,78.27,,79.79,3.47,0,0
CS1212,2021S,3,81.62,97.3,,79.04,79.55,,81.44,81.13,,80.29,0.5,0,0
CS1212,2021F,4,76.86,93.75,,79.05,74.24,,74.59,79.02,,76.72,-3.57,0,0
CS1212,2022S,5,76.82,98.36,,74.53,76.1,,79.52,75.23,,76.34,-0.38,0,0
CS1212,2022F,6,77.54,95.35,,76.08,79.12,,77.81,74.79,,76.95,0.61,0,0
CS1212,2023S,7,77.78,97.01,,76.12,80.34,,78.37,75.97,,77.7,0.75,0,0
CS1212,2023F,8,78.15,97.47,,80.31,79.49,,75.6,77.02,,78.1,0.41,0,0
CS1214,2019F,0,83.42,100.0,,,84.84,,80.67,,,82.76,0.0,0,0
CS1214,2020S,1,82.46,100.0,,,83.55,,80.96,,,82.26,-0.5,0,0
CS1214,2020F,2,80.84,97.5,,,80.4,,79.33,,,79.87,-2.39,0,0
CS1214,2021S,3,78.59,97.67,,,80.03,,80.13,,,80.08,0.22,0,0
CS1214,2021F,4,82.78,98.18,,,83.05,,81.26,,,82.16,2.07,0,0
CS1214,2022S,5,80.65,100.0,,,78.13,,78.36,,,78.24,-3.91,0,0
CS1214,2022F,6,81.37,98.67,,,83.32,,80.52,,,81.92,3.68,0,0
CS1214,2023S,7,81.81,97.73,,,79.78,,82.23,,,81.0,-0.91,0,0
CS1214,2023F,8,80.29,100.0,,,82.75,,81.92,,,82.34,1.34,0,0
CS1218,2019F,0,84.59,100.0,87.16,,,,,,,87.16,0.0,0,0
CS1218,2020S,1,84.89,100.0,84.97,,,,,,,84.97,-2.18,0,0
CS1218,2020F,2,84.77,97.1,85.55,,,,,,,85.55,0.58,0,0
CS1218,2021S,3,83.14,100.0,82.12,,,,,,,82.12,-3.43,0,0
CS1218,2021F,4,84.77,100.0,87.52,,,,,,,87.52,5.4,0,1
CS1218,2022S,5,85.51,100.0,83.41,,,,,,,83.41,-4.11,1,0
CS1218,2022F,6,83.46,100.0,83.26,,,,,,,83.26,-0.15,0,0
CS1218,2023S,7,84.08,98.53,81.46,,,,,,,81.46,-1.79,0,0
CS1218,2023F,8,85.77,100.0,85.84,,,,,,,85.84,4.38,0,0
CS1219,2019F,0,72.87,96.55,72.77,,70.07,,,,,71.42,0.0,0,0
CS1219,2020S,1,71.06,86.15,69.76,,71.42,,,,,70.59,-0.83,0,0
CS1219,2020F,2,68.76,81.25,66.58,,70.81,,,,,68.7,-1.9,0,0
CS1219,2021S,3,67.13,83.87,68.48,,66.85,,,,,67.67,-1.03,0,1
CS1219,2021F,4,64.72,65.0,65.18,,62.83,,,,,64.01,-3.66,1,0
CS1219,2022S,5,64.99,72.6,65.37,,64.68,,,,,65.02,1.01,0,1
CS1219,2022F,6,60.09,52.05,58.5,,57.26,,,,,57.88,-7.14,1,1
CS1219,2023S,7,64.11,64.1,62.35,,61.13,,,,,61.74,3.86,1,1
CS1219,2023F,8,56.91,35.06,56.03,,59.85,,,,,57.94,-3.8,1,1
CS1222,2019F,0,80.14,94.12,,79.08,80.96,,81.75,,,80.59,0.0,0,0
CS1222,2020S,1,78.63,96.15,,80.16,76.51,,80.45,,,79.04,-1.56,0,0
CS1222,2020F,2,78.68,97.5,,78.98,80.67,,80.3,,,79.98,0.94,0,0
CS1222,2021S,3,78.2,98.33,,80.36,80.63,,79.91,,,80.3,0.32,0,0
CS1222,2021F,4,78.94,98.15,,79.88,78.74,,78.24,,,78.95,-1.35,0,0
CS1222,2022S,5,78.12,98.72,,77.18,75.43,,75.17,,,75.93,-3.02,0,0
CS1222,2022F,6,76.42,93.75,,76.66,73.99,,73.59,,,74.75,-1.18,0,0
CS1222,2023S,7,77.24,96.77,,78.2,78.71,,79.21,,,78.71,3.96,0,0
CS1222,2023F,8,76.47,95.65,,76.57,74.68,,73.59,,,74.95,-3.76,0,0
CS1223,2019F,0,82.67,100.0,,80.61,83.69,,81.77,,,82.02,0.0,0,1
CS1223,2020S,1,79.32,100.0,,78.08,77.88,,77.81,,,77.93,-4.1,1,0
CS1223,2020F,2,81.02,100.0,,78.82,81.31,,80.51,,,80.21,2.29,0,0
CS1223,2021S,3,83.95,100.0,,82.0,86.63,,82.27,,,83.63,3.42,0,0
CS1223,2021F,4,82.74,100.0,,84.47,83.44,,83.64,,,83.85,0.22,0,0
CS1223,2022S,5,83.88,100.0,,86.84,86.69,,86.43,,,86.66,2.81,0,1
CS1223,2022F,6,83.02,100.0,,80.33,81.66,,83.79,,,81.93,-4.73,1,0
CS1223,2023S,7,83.72,100.0,,84.71,83.67,,84.43,,,84.27,2.34,0,0
CS1223,2023F,8,84.5,100.0,,85.99,82.97,,87.3,,,85.42,1.15,0,0
CS1225,2019F,0,78.66,96.08,,75.71,80.95,,76.11,,,77.59,0.0,0,0
CS1225,2020S,1,80.56,100.0,,82.95,79.98,,82.28,,,81.74,4.15,0,0
CS1225,2020F,2,80.53,94.12,,79.33,79.67,,79.97,,,79.65,-2.09,0,0
CS1225,2021S,3,81.75,100.0,,84.75,78.79,,83.85,,,82.47,2.81,0,0
CS1225,2021F,4,78.63,98.33,,80.35,77.42,,79.48,,,79.08,-3.38,0,0
CS1225,2022S,5,81.94,100.0,,81.15,80.01,,79.93,,,80.36,1.28,0,0
CS1225,2022F,6,81.67,98.51,,79.14,82.78,,84.46,,,82.13,1.77,0,0
CS1225,2023S,7,80.47,98.08,,81.8,80.82,,79.19,,,80.6,-1.53,0,0
CS1225,2023F,8,81.68,100.0,,84.34,83.85,,81.47,,,83.22,2.62,0,0
CS1226,2019F,0,78.54,100.0,,77.45,80.45,,80.3,,,79.4,0.0,0,0
CS1226,2020S,1,80.38,97.22,,78.69,82.85,,79.29,,,80.28,0.88,0,1
CS1226,2020F,2,76.74,94.59,,74.15,75.83,,77.91,,,75.96,-4.31,1,0
CS1226,2021S,3,79.2,97.22,,81.12,77.79,,76.32,,,78.41,2.45,0,0
CS1226,2021F,4,78.45,97.73,,80.32,80.08,,78.97,,,79.79,1.38,0,0
CS1226,2022S,5,79.35,100.0,,77.22,82.16,,76.98,,,78.79,-1.01,0,0
CS1226,2022F,6,76.44,100.0,,78.02,78.57,,76.08,,,77.56,-1.23,0,0
CS1226,2023S,7,75.76,91.14,,74.67,74.94,,76.23,,,75.28,-2.28,0,0
CS1226,2023F,8,76.58,94.92,,74.44,73.85,,79.54,,,75.94,0.66,0,0
CS1227,2019F,0,83.67,100.0,,82.96,84.19,,86.0,,,84.38,0.0,0,1
CS1227,2020S,1,81.09,97.5,,80.9,81.37,,78.13,,,80.14,-4.25,1,0
CS1227,2020F,2,83.45,100.0,,83.18,80.62,,81.7,,,81.83,1.7,0,0
CS1227,2021S,3,81.47,98.7,,81.09,83.87,,84.29,,,83.08,1.25,0,0
CS1227,2021F,4,82.97,100.0,,81.06,84.58,,83.11,,,82.91,-0.17,0,0
CS1227,2022S,5,80.68,98.48,,79.27,81.6,,82.89,,,81.26,-1.66,0,0
CS1227,2022F,6,82.28,100.0,,79.29,81.64,,81.02,,,80.65,-0.6,0,0
CS1227,2023S,7,80.5,97.22,,80.95,80.54,,79.92,,,80.47,-0.18,0,0
CS1227,2023F,8,81.75,100.0,,79.62,80.18,,83.45,,,81.08,0.61,0,0
CS1228,2019F,0,79.22,100.0,78.18,,,,,,,78.18,0.0,0,0
CS1228,2020S,1,80.86,98.44,82.53,,,,,,,82.53,4.35,0,1
CS1228,2020F,2,80.96,97.4,78.05,,,,,,,78.05,-4.48,1,0
CS1228,2021S,3,79.98,100.0,82.12,,,,,,,82.12,4.07,0,0
CS1228,2021F,4,82.15,100.0,80.89,,,,,,,80.89,-1.22,0,0
CS1228,2022S,5,82.89,100.0,80.44,,,,,,,80.44,-0.46,0,0
CS1228,2022F,6,81.96,100.0,81.28,,,,,,,81.28,0.84,0,0
CS1228,2023S,7,83.74,96.72,81.07,,,,,,,81.07,-0.2,0,0
CS1228,2023F,8,80.84,100.0,77.94,,,,,,,77.94,-3.14,0,0
CS1230,2019F,0,82.34,97.44,,85.07,83.66,,81.99,,,83.57,0.0,0,0
CS1230,2020S,1,84.56,100.0,,81.92,84.07,,82.3,,,82.76,-0.81,0,0
CS1230,2020F,2,83.53,100.0,,81.37,85.33,,84.81,,,83.83,1.07,0,0
